※ 매월 말일자 통계 현황,,,,,,,
,,2021년05월,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
1100000000,서울특별시  ,"9,575,355","4,403,381",2.17,"4,654,720","4,920,635",0.95
1111000000,서울특별시 종로구 ,"146,377","73,712",1.99,"71,204","75,173",0.95
1111051500,서울특별시 종로구 청운효자동,"12,042","5,245",2.3,"5,582","6,460",0.86
1111053000,서울특별시 종로구 사직동,"9,367","4,663",2.01,"4,220","5,147",0.82
1111054000,서울특별시 종로구 삼청동,"2,497","1,246",2,"1,192","1,305",0.91
1111055000,서울특별시 종로구 부암동,"9,737","4,292",2.27,"4,658","5,079",0.92
1111056000,서울특별시 종로구 평창동,"18,230","7,486",2.44,"8,502","9,728",0.87
1111057000,서울특별시 종로구 무악동,"8,329","3,069",2.71,"3,887","4,442",0.88
1111058000,서울특별시 종로구 교남동,"10,178","4,463",2.28,"4,700","5,478",0.86
1111060000,서울특별시 종로구 가회동,"4,205","2,030",2.07,"1,945","2,260",0.86
1111061500,서울특별시 종로구 종로1.2.3.4가동,"7,265","5,305",1.37,"4,328","2,937",1.47
1111063000,서울특별시 종로구 종로5.6가동,"5,243","3,455",1.52,"2,813","2,430",1.16
1111064000,서울특별시 종로구 이화동,"7,359","4,301",1.71,"3,485","3,874",0.9
1111065000,서울특별시 종로구 혜화동,"16,570","9,248",1.79,"7,988","8,582",0.93
1111067000,서울특별시 종로구 창신제1동,"4,965","2,840",1.75,"2,669","2,296",1.16
1111068000,서울특별시 종로구 창신제2동,"8,077","4,077",1.98,"4,140","3,937",1.05
1111069000,서울특별시 종로구 창신제3동,"6,704","2,817",2.38,"3,290","3,414",0.96
1111070000,서울특별시 종로구 숭인제1동,"5,993","3,010",1.99,"2,904","3,089",0.94
1111071000,서울특별시 종로구 숭인제2동,"9,616","6,165",1.56,"4,901","4,715",1.04
1114000000,서울특별시 중구 ,"123,133","62,847",1.96,"60,106","63,027",0.95
1114052000,서울특별시 중구 소공동,"2,200","1,259",1.75,"1,065","1,135",0.94
1114054000,서울특별시 중구 회현동,"4,845","2,770",1.75,"2,551","2,294",1.11
1114055000,서울특별시 중구 명동,"2,859","1,504",1.9,"1,238","1,621",0.76
1114057000,서울특별시 중구 필동,"4,044","2,466",1.64,"2,099","1,945",1.08
1114058000,서울특별시 중구 장충동,"4,542","2,684",1.69,"2,301","2,241",1.03
1114059000,서울특별시 중구 광희동,"5,218","3,306",1.58,"2,670","2,548",1.05
1114060500,서울특별시 중구 을지로동,"1,716","1,299",1.32,"1,042",674,1.55
1114061500,서울특별시 중구 신당동,"7,579","4,622",1.64,"3,778","3,801",0.99
1114062500,서울특별시 중구 다산동,"13,993","6,883",2.03,"6,775","7,218",0.94
1114063500,서울특별시 중구 약수동,"16,815","7,731",2.18,"7,903","8,912",0.89
1114064500,서울특별시 중구 청구동,"13,766","6,289",2.19,"6,519","7,247",0.9
1114065000,서울특별시 중구 신당제5동,"10,385","5,315",1.95,"5,051","5,334",0.95
1114066500,서울특별시 중구 동화동,"10,454","4,108",2.54,"5,073","5,381",0.94
1114067000,서울특별시 중구 황학동,"12,548","6,936",1.81,"5,985","6,563",0.91
1114068000,서울특별시 중구 중림동,"12,169","5,675",2.14,"6,056","6,113",0.99
1117000000,서울특별시 용산구 ,"227,515","112,275",2.03,"109,494","118,021",0.93
1117051000,서울특별시 용산구 후암동,"17,125","8,429",2.03,"8,321","8,804",0.95
1117052000,서울특별시 용산구 용산2가동,"9,656","5,260",1.84,"4,666","4,990",0.94
1117053000,서울특별시 용산구 남영동,"7,549","5,353",1.41,"4,606","2,943",1.57
1117055500,서울특별시 용산구 청파동,"19,497","10,981",1.78,"9,126","10,371",0.88
1117056000,서울특별시 용산구 원효로제1동,"15,975","8,031",1.99,"7,654","8,321",0.92
1117057000,서울특별시 용산구 원효로제2동,"14,052","6,089",2.31,"6,611","7,441",0.89
1117058000,서울특별시 용산구 효창동,"10,214","4,425",2.31,"4,820","5,394",0.89
1117059000,서울특별시 용산구 용문동,"12,044","5,359",2.25,"5,755","6,289",0.92
1117062500,서울특별시 용산구 한강로동,"21,899","11,816",1.85,"10,429","11,470",0.91
1117063000,서울특별시 용산구 이촌제1동,"27,712","10,143",2.73,"12,977","14,735",0.88
1117064000,서울특별시 용산구 이촌제2동,"8,487","3,754",2.26,"3,995","4,492",0.89
1117065000,서울특별시 용산구 이태원제1동,"6,524","3,659",1.78,"3,170","3,354",0.95
1117066000,서울특별시 용산구 이태원제2동,"9,170","5,010",1.83,"4,243","4,927",0.86
1117068500,서울특별시 용산구 한남동,"20,702","11,134",1.86,"9,982","10,720",0.93
1117069000,서울특별시 용산구 서빙고동,"13,121","5,313",2.47,"6,287","6,834",0.92
1117070000,서울특별시 용산구 보광동,"13,788","7,519",1.83,"6,852","6,936",0.99
1120000000,서울특별시 성동구 ,"289,656","134,664",2.15,"141,358","148,298",0.95
1120052000,서울특별시 성동구 왕십리제2동,"16,675","7,446",2.24,"8,064","8,611",0.94
1120053500,서울특별시 성동구 왕십리도선동,"26,599","11,815",2.25,"12,663","13,936",0.91
1120054000,서울특별시 성동구 마장동,"22,575","10,909",2.07,"11,159","11,416",0.98
1120055000,서울특별시 성동구 사근동,"12,013","7,931",1.51,"6,151","5,862",1.05
1120056000,서울특별시 성동구 행당제1동,"13,955","6,411",2.18,"6,724","7,231",0.93
1120057000,서울특별시 성동구 행당제2동,"23,644","9,313",2.54,"11,078","12,566",0.88
1120058000,서울특별시 성동구 응봉동,"15,626","6,096",2.56,"7,428","8,198",0.91
1120059000,서울특별시 성동구 금호1가동,"15,514","6,614",2.35,"7,399","8,115",0.91
